msp_name_corrected	itol	ref_MSP	msp_id	catalogue	size	completeness	cultured	oxygen	opp_path	MSP_class	gtdb_r220_classification	superkingdom	phylum	class	order	family	genus	species	msp
msp_2534_hs	y	oral	msp_2534	oral	1232	83.93	FALSE	NA	NA	oss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales UBA932	Cryptobacteroides	Cryptobacteroides sp.	msp_2534
msp_2535_hs	y	oral	msp_2535	oral	1228	42.37	FALSE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosynbacteraceae;g__Nanosynbacter;s__	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	Nanosynbacter sp.	msp_2535
msp_2536_hs	y	oral	msp_2536	oral	1228	47.96	FALSE	0	NA	oral	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp938023125	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp938023125	msp_2536
msp_2538_hs	y	oral	msp_2538	oral	2805	66.35	TRUE	1	NA	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sinensis	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sinensis	msp_2538
msp_2539_hs	y	oral	msp_2539	oral	1213	31.18	FALSE	1	NA	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp901875575	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp901875575	msp_2539
msp_2541_hs	y	oral	msp_2541	oral	1196	68.75	TRUE	1	NA	oral	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp002240055	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp002240055	msp_2541
msp_2542_hs	y	oral	msp_2542	oral	2016	89.53	TRUE	1	1	ND	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus downei	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus downei	msp_2542
msp_2543_hs	y	oral	msp_2543	oral	1195	76.74	FALSE	NA	NA	oral	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CAJPTX01;g__Bacteroides_D;s__Bacteroides_D sp938040915	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales CAJPTX01	Bacteroides_D	Bacteroides_D sp938040915	msp_2543
msp_2544_hs	y	oral	msp_2544	oral	1193	73.54	FALSE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus sp.	msp_2544
msp_2545_hs	y	oral	msp_2545	oral	1183	67.15	FALSE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__HOT-345 sp003260355	Bacteria	Patescibacteria	PatescibacteriaJAEDAM01	Absconditabacterales	Absconditicoccaceae	Absconditicoccaceae HOT-345	Absconditicoccaceae HOT-345 sp003260355	msp_2545
msp_2547_hs	y	oral	msp_2547	oral	1164	73.54	FALSE	0	NA	oral	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae bacterium	msp_2547
msp_2548_hs	y	oral	msp_2548	oral	1162	41.57	TRUE	1	1	oral	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia trevisanii	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia trevisanii	msp_2548
msp_2549_hs	y	oral	msp_2549	oral	1159	36.77	FALSE	1	NA	oss	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp.	msp_2549
msp_2550_hs	y	oral	msp_2550	oral	1156	100	TRUE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__Eubacterium_N saphenum	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_N	Eubacterium_N saphenum	msp_2550
msp_2551_hs	y	oral	msp_2551	oral	1155	55.96	TRUE	0	NA	oral	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter alactolyticus	Bacteria	Bacillota_A	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter	Pseudoramibacter alactolyticus	msp_2551
msp_2552_hs	y	oral	msp_2552	oral	1154	33.57	TRUE	0	NA	oss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella fusca	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella fusca	msp_2552
msp_2553_hs	y	oral	msp_2553	oral	1153	55.16	FALSE	NA	NA	oral	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CAJPTX01;g__Bacteroides_D;s__Bacteroides_D periocalifornicus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales CAJPTX01	Bacteroides_D	Bacteroides_D periocalifornicus	msp_2553
msp_2554_hs	y	oral	msp_2554	oral	1153	39.97	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__;f__;g__;s__	Bacteria	Bacillota_A	Clostridia	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	Clostridia bacterium	msp_2554
msp_2555_hs	y	oral	msp_2555	oral	5898	76.74	TRUE	1	1	gss	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	msp_2555
msp_2556_hs	y	oral	msp_2556	oral	2974	65.55	TRUE	1	1	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus intermedius	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius	msp_2556
msp_2557_hs	y	oral	msp_2557	oral	1152	66.35	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp916438745	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae F0422	Veillonellaceae F0422 sp916438745	msp_2557
msp_2558_hs	y	oral	msp_2558	oral	1144	91.13	TRUE	0	NA	oss	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Cryptobacterium;s__Cryptobacterium curtum	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Cryptobacterium	Cryptobacterium curtum	msp_2558
msp_2559_hs	y	oral	msp_2559	oral	1132	85.53	TRUE	0	NA	oss	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia inopinata	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Scardovia	Scardovia inopinata	msp_2559
msp_2560_hs	y	oral	msp_2560	oral	1119	48.76	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp.	msp_2560
msp_2561_hs	y	oral	msp_2561	oral	1119	45.56	FALSE	0	NA	oss	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_F	Olsenella_F sp.	msp_2561
msp_2562_hs	NA	oral	msp_2562	oral	1115	10.39	FALSE	1	NA	oral	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp.	msp_2562
msp_2563_hs	y	oral	msp_2563	oral	1109	47.16	TRUE	1	1	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000220065	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000220065	msp_2563
msp_2564_hs	y	oral	msp_2564	oral	1109	87.93	TRUE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Filifactor;s__Filifactor alocis	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Filifactoraceae	Filifactor	Filifactor alocis	msp_2564
msp_2565_hs	y	oral	msp_2565	oral	1106	48.76	TRUE	0	NA	oral	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__Brooklawnia sp000413315	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Brooklawnia	Brooklawnia sp000413315	msp_2565
msp_2566_hs	y	oral	msp_2566	oral	1103	62.35	FALSE	0	NA	oral	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella;s__Moryella sp938010625	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Moryella	Moryella sp938010625	msp_2566
msp_2567_hs	y	oral	msp_2567	oral	1103	87.93	TRUE	0	NA	oss	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia extructa	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia extructa	msp_2567
msp_2568_hs	y	oral	msp_2568	oral	1086	75.94	TRUE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp010202265	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	Saccharimonas sp010202265	msp_2568
msp_2569_hs	y	oral	msp_2569	oral	1076	47.16	TRUE	0	NA	oss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella baroniae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella baroniae	msp_2569
msp_2571_hs	y	oral	msp_2571	oral	1064	45.56	FALSE	0	NA	oral	d__Bacteria;p__Bacillota_A;c__Clostridia;o__;f__;g__;s__	Bacteria	Bacillota_A	Clostridia	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	Clostridia bacterium	msp_2571
msp_2572_hs	NA	oral	msp_2572	oral	1063	18.39	FALSE	1	NA	oral	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp.	msp_2572
msp_2573_hs	y	oral	msp_2573	oral	1057	67.95	FALSE	0	NA	oral	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Filifactor;s__	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Filifactoraceae	Filifactor	Filifactor sp.	msp_2573
msp_2574_hs	y	oral	msp_2574	oral	1052	44.76	TRUE	1	1	oral	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia shahii	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia shahii	msp_2574
msp_2577_hs	y	oral	msp_2577	oral	1041	62.35	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium sp916438865	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium sp916438865	msp_2577
msp_2578_hs	y	oral	msp_2578	oral	1037	41.57	TRUE	1	1	oral	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia wadei	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia wadei	msp_2578
msp_2579_hs	y	oral	msp_2579	oral	1036	47.96	TRUE	0	NA	oral	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda infelix	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda infelix	msp_2579
msp_2580_hs	NA	oral	msp_2580	oral	1035	15.99	FALSE	1	NA	oral	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium sp.	msp_2580
msp_2581_hs	y	oral	msp_2581	oral	1030	86.33	FALSE	NA	NA	oss	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	unclassified Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 bacterium	msp_2581
msp_2582_hs	y	oral	msp_2582	oral	1028	42.37	FALSE	1	NA	oral	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp.	msp_2582
msp_2584_hs	y	oral	msp_2584	oral	1018	96.72	FALSE	NA	NA	oss	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAJPPJ01;s__	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 CAJPPJ01	Bacilli_A RF39 UBA660 CAJPPJ01 sp.	msp_2584
msp_2586_hs	y	oral	msp_2586	oral	1008	18.39	TRUE	1	NA	oral	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia massiliensis	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia massiliensis	msp_2586
msp_2587_hs	y	oral	msp_2587	oral	1006	27.98	TRUE	1	NA	oral	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D socranskii	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D socranskii	msp_2587
msp_2588_hs	y	oral	msp_2588	oral	1003	76.74	TRUE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SDRK01;g__SDRK01;s__SDRK01 sp007845205	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales SDRK01	Saccharimonadales SDRK01	Saccharimonadales SDRK01 sp007845205	msp_2588
msp_2589_hs	NA	oral	msp_2589	oral	990	27.98	FALSE	1	NA	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp.	msp_2589
msp_2591_hs	NA	oral	msp_2591	oral	970	31.97	FALSE	1	NA	oral	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A sp.	msp_2591
msp_2592_hs	y	oral	msp_2592	oral	969	35.17	FALSE	0	NA	oral	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp.	msp_2592
msp_2593_hs	y	oral	msp_2593	oral	965	39.17	TRUE	1	1	oss	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A rectus	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A rectus	msp_2593
msp_2594_hs	y	oral	msp_2594	oral	960	83.13	FALSE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp905372495	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus sp905372495	msp_2594
msp_2595_hs	y	oral	msp_2595	oral	1804	73.54	TRUE	0	1	oss	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia meyeri	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia meyeri	msp_2595
msp_2596_hs	NA	oral	msp_2596	oral	951	26.38	TRUE	0	NA	oral	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000467895	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000467895	msp_2596
msp_2599_hs	y	oral	msp_2599	oral	947	51.16	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas sp.	msp_2599
msp_2600_hs	y	oral	msp_2600	oral	2314	92.73	TRUE	0	NA	oss	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella multisaccharivorax	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella multisaccharivorax	msp_2600
msp_2603_hs	y	oral	msp_2603	oral	930	61.55	TRUE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia minuta	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia	Hornefia minuta	msp_2603
msp_2605_hs	y	oral	msp_2605	oral	909	83.93	FALSE	NA	NA	oral	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAJPPJ01;s__	Bacteria	Bacillota_I	Bacilli_A	Bacilli_A RF39	Bacilli_A RF39 UBA660	Bacilli_A RF39 UBA660 CAJPPJ01	Bacilli_A RF39 UBA660 CAJPPJ01 sp.	msp_2605
msp_2607_hs	NA	oral	msp_2607	oral	900	29.58	FALSE	1	NA	oral	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema sp.	msp_2607
msp_2608_hs	NA	oral	msp_2608	oral	898	20.78	FALSE	1	NA	oral	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A sp.	msp_2608
msp_2609_hs	NA	oral	msp_2609	oral	894	31.18	FALSE	0	NA	oral	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda sp.	msp_2609
msp_2611_hs	y	oral	msp_2611	oral	850	50.36	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp013333395	Bacteria	Bacillota_A	Clostridia	Clostridia TANB77	Clostridia TANB77 CAG-508	Clostridia TANB77 CAG-508 CAG-793	Clostridia TANB77 CAG-508 CAG-793 sp013333395	msp_2611
msp_2613_hs	y	oral	msp_2613	oral	835	56.75	TRUE	NA	NA	oss	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000411555	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella sp000411555	msp_2613
msp_2614_hs	y	oral	msp_2614	oral	831	20.78	TRUE	1	NA	oral	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp014334325	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp014334325	msp_2614
msp_2615_hs	y	oral	msp_2615	oral	827	29.58	TRUE	1	NA	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000259505	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000259505	msp_2615
msp_2616_hs	y	oral	msp_2616	oral	825	19.18	FALSE	1	NA	oss	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp.	msp_2616
msp_2617_hs	y	oral	msp_2617	oral	4568	100	TRUE	1	1	ND	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	msp_2617
msp_2619_hs	y	oral	msp_2619	oral	815	83.13	FALSE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp938043965	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus sp938043965	msp_2619
msp_2620_hs	y	oral	msp_2620	oral	810	35.97	TRUE	1	NA	oral	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D paredis	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D paredis	msp_2620
msp_2621_hs	y	oral	msp_2621	oral	808	71.14	FALSE	NA	NA	oral	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp015258485	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella sp015258485	msp_2621
msp_2622_hs	y	oral	msp_2622	oral	803	55.96	TRUE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium neglectum	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium neglectum	msp_2622
msp_2623_hs	y	oral	msp_2623	oral	794	79.94	FALSE	NA	NA	oss	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp938046735	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus sp938046735	msp_2623
msp_2625_hs	NA	oral	msp_2625	oral	786	14.39	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp.	msp_2625
msp_2626_hs	y	oral	msp_2626	oral	783	24.78	FALSE	1	NA	oral	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium sp.	msp_2626
msp_2627_hs	NA	oral	msp_2627	oral	783	12.79	FALSE	1	NA	oral	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	Rothia sp.	msp_2627
msp_2628_hs	y	oral	msp_2628	oral	782	53.56	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium sp916438645	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium sp916438645	msp_2628
msp_2629_hs	y	oral	msp_2629	oral	774	35.17	FALSE	0	NA	oss	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium sp.	msp_2629
